gps_start_lat,gps_start_lon,t_start,t_endgps_end_lat,gps_end_lon,trip_distance,gps_end_lat,t_end
21.0,-155.5,1515560603124.4792,,-155.39404559480084,,20.95055806133913,1515561914964.8835
20.95055806133913,-155.39404559480084,1515593247553.7422,,-155.5,,21.0,1515594693659.4038
21.0,-155.5,1515603937654.9592,,-155.64667015861,,21.105211444229866,1515606184125.784
21.105211444229866,-155.64667015861,1515614004410.375,,-155.5,,21.0,1515615995770.3623
21.0,-155.5,1515647585790.1606,,-155.39404559480084,,20.95055806133913,1515648946595.5962
20.95055806133913,-155.39404559480084,1515684726330.9253,,-155.5,,21.0,1515686108348.602
21.0,-155.5,1515732910375.7075,,-155.39404559480084,,20.95055806133913,1515734237630.9617
20.95055806133913,-155.39404559480084,1515769455815.396,,-155.5,,21.0,1515770985684.311
21.0,-155.5,1515780862392.753,,-155.5651383961764,,21.050893278858,1515782049647.3071
21.050893278858,-155.5651383961764,1515791933474.6968,,-155.5,,21.0,1515792992945.0918
21.0,-155.5,1515833703440.7466,,-155.512760332412,,20.993133543420058,1515834071573.9822
20.993133543420058,-155.512760332412,1515838175917.0571,,-155.5,,21.0,1515838537626.7568
21.0,-155.5,1515926961014.9534,,-155.59418807509962,,21.068877071267032,1515928462266.1382
21.068877071267032,-155.59418807509962,1515938368055.079,,-155.5,,21.0,1515939894407.4304
21.0,-155.5,1515992462826.8252,,-155.39404559480084,,20.95055806133913,1515993708810.755
20.95055806133913,-155.39404559480084,1516030658860.08,,-155.5,,21.0,1516032135684.7048
21.0,-155.5,1516079122843.8142,,-155.39404559480084,,20.95055806133913,1516080433976.8025
20.95055806133913,-155.39404559480084,1516116572110.0107,,-155.5,,21.0,1516118130124.0105
21.0,-155.5,1516165774940.9717,,-155.39404559480084,,20.95055806133913,1516167205317.1616
20.95055806133913,-155.39404559480084,1516197452027.8623,,-155.5,,21.0,1516198993671.6025
21.0,-155.5,1516211746784.831,,-155.64667015861,,21.105211444229866,1516213875238.59
21.105211444229866,-155.64667015861,1516219380217.8386,,-155.5,,21.0,1516221209692.5833
21.0,-155.5,1516252153855.7861,,-155.39404559480084,,20.95055806133913,1516253443135.035
20.95055806133913,-155.39404559480084,1516287063107.464,,-155.5,,21.0,1516288531819.7358
21.0,-155.5,1516338155431.656,,-155.39404559480084,,20.95055806133913,1516339381507.444
20.95055806133913,-155.39404559480084,1516373194324.4563,,-155.5,,21.0,1516374614179.0452
21.0,-155.5,1516387181507.924,,-155.5651383961764,,21.050893278858,1516388427448.8423
21.050893278858,-155.5651383961764,1516396696487.6184,,-155.5,,21.0,1516397783352.208
21.0,-155.5,1516439001890.8677,,-155.512760332412,,20.993133543420058,1516439368518.568
20.993133543420058,-155.512760332412,1516442335130.1978,,-155.5,,21.0,1516442717368.6096
21.0,-155.5,1516531871182.7407,,-155.59418807509962,,21.068877071267032,1516533313562.8574
21.068877071267032,-155.59418807509962,1516541256362.8738,,-155.5,,21.0,1516542800642.019
21.0,-155.5,1516597408987.6035,,-155.39404559480084,,20.95055806133913,1516598727310.7573
20.95055806133913,-155.39404559480084,1516637736754.355,,-155.5,,21.0,1516639294001.1145
21.0,-155.5,1516683354996.5305,,-155.39404559480084,,20.95055806133913,1516684564100.0571
20.95055806133913,-155.39404559480084,1516720156304.435,,-155.5,,21.0,1516721664142.9731
21.0,-155.5,1516769665328.5964,,-155.39404559480084,,20.95055806133913,1516770961443.0261
20.95055806133913,-155.39404559480084,1516804489550.6228,,-155.5,,21.0,1516805970648.0698
21.0,-155.5,1516814716054.4565,,-155.64667015861,,21.105211444229866,1516816857718.2122
21.105211444229866,-155.64667015861,1516823731404.7502,,-155.5,,21.0,1516825581806.106
21.0,-155.5,1516856734375.5132,,-155.39404559480084,,20.95055806133913,1516857869822.7712
20.95055806133913,-155.39404559480084,1516894632279.1077,,-155.5,,21.0,1516896153422.1003
21.0,-155.5,1516942712594.6345,,-155.39404559480084,,20.95055806133913,1516944189793.884
20.95055806133913,-155.39404559480084,1516972803373.0164,,-155.5,,21.0,1516974138173.0708
21.0,-155.5,1516990832301.1284,,-155.5651383961764,,21.050893278858,1516991957273.5486
21.050893278858,-155.5651383961764,1517001351278.0208,,-155.5,,21.0,1517002435448.81
21.0,-155.5,1517044036120.256,,-155.512760332412,,20.993133543420058,1517044383077.1003
20.993133543420058,-155.512760332412,1517047586924.741,,-155.5,,21.0,1517047934560.7786
21.0,-155.5,1517137003711.823,,-155.59418807509962,,21.068877071267032,1517138492841.3906
21.068877071267032,-155.59418807509962,1517150332918.1304,,-155.5,,21.0,1517151942350.5017
21.0,-155.5,1517202013160.119,,-155.39404559480084,,20.95055806133913,1517203379648.306
20.95055806133913,-155.39404559480084,1517238647767.6394,,-155.5,,21.0,1517240154917.5376
21.0,-155.5,1517288373550.028,,-155.39404559480084,,20.95055806133913,1517289647880.902
20.95055806133913,-155.39404559480084,1517326413269.318,,-155.5,,21.0,1517327819932.6592
21.0,-155.5,1517375576984.951,,-155.39404559480084,,20.95055806133913,1517376868496.2944
20.95055806133913,-155.39404559480084,1517410762869.446,,-155.512760332412,,20.993133543420058,1517412032344.729
20.993133543420058,-155.512760332412,1517414470910.0796,,-155.5,,21.0,1517414850501.917
21.0,-155.5,1517418944260.4,,-155.64667015861,,21.105211444229866,1517421048077.5122
21.105211444229866,-155.64667015861,1517426994237.9624,,-155.5,,21.0,1517429173462.4453
21.0,-155.5,1517461956745.5774,,-155.39404559480084,,20.95055806133913,1517463196045.1245
20.95055806133913,-155.39404559480084,1517498329652.3843,,-155.5,,21.0,1517499816486.1248
21.0,-155.5,1517547205274.182,,-155.39404559480084,,20.95055806133913,1517548512848.274
20.95055806133913,-155.39404559480084,1517583280243.399,,-155.5,,21.0,1517584826317.4531
21.0,-155.5,1517597626808.9988,,-155.5651383961764,,21.050893278858,1517598758069.404
21.050893278858,-155.5651383961764,1517606088712.5437,,-155.5,,21.0,1517607138363.489
21.0,-155.5,1517648328215.1184,,-155.512760332412,,20.993133543420058,1517648677316.0312
20.993133543420058,-155.512760332412,1517651801259.476,,-155.5,,21.0,1517652159296.9814
21.0,-155.5,1517741416189.078,,-155.59418807509962,,21.068877071267032,1517742668945.3982
21.068877071267032,-155.59418807509962,1517745880489.472,,-155.5,,21.0,1517747395390.457
21.0,-155.5,1517814431167.8044,,-155.9528484701231,,21.339775045592134,1517818396948.1992
21.339775045592134,-155.9528484701231,1517840653867.2874,,-155.5,,21.0,1517846068708.2593
21.0,-155.5,1517893130865.1785,,-155.39404559480084,,20.95055806133913,1517894447578.1538
20.95055806133913,-155.39404559480084,1517930720691.8987,,-155.5,,21.0,1517932335578.4263
21.0,-155.5,1517979900212.9878,,-155.39404559480084,,20.95055806133913,1517981112903.6436
20.95055806133913,-155.39404559480084,1518014509791.8228,,-155.512760332412,,20.993133543420058,1518015620358.694
20.993133543420058,-155.512760332412,1518019781440.5605,,-155.5,,21.0,1518020170706.4507
21.0,-155.5,1518026405319.0374,,-155.64667015861,,21.105211444229866,1518028305251.9324
21.105211444229866,-155.64667015861,1518032999242.9343,,-155.5,,21.0,1518034860570.9795
21.0,-155.5,1518066669468.561,,-155.39404559480084,,20.95055806133913,1518068000210.082
20.95055806133913,-155.39404559480084,1518109017572.5532,,-155.5,,21.0,1518110402680.6323
21.0,-155.5,1518152488298.9553,,-155.39404559480084,,20.95055806133913,1518153794076.2302
20.95055806133913,-155.39404559480084,1518187355619.881,,-155.512760332412,,20.993133543420058,1518188429707.737
20.993133543420058,-155.512760332412,1518189354943.9683,,-155.5,,21.0,1518189741551.7
21.0,-155.5,1518201913250.0603,,-155.5651383961764,,21.050893278858,1518202981548.4456
21.050893278858,-155.5651383961764,1518211236268.1892,,-155.5,,21.0,1518212274502.9446
21.0,-155.5,1518253554397.456,,-155.512760332412,,20.993133543420058,1518253920154.857
20.993133543420058,-155.512760332412,1518257200316.6538,,-155.5,,21.0,1518257544268.6084
21.0,-155.5,1518346694617.1006,,-155.59418807509962,,21.068877071267032,1518348192382.1614
21.068877071267032,-155.59418807509962,1518356430566.5378,,-155.5,,21.0,1518358108179.7275
21.0,-155.5,1518411352654.9373,,-155.39404559480084,,20.95055806133913,1518412585317.9595
20.95055806133913,-155.39404559480084,1518446097732.8464,,-155.5,,21.0,1518447509213.3562
21.0,-155.5,1518498121655.9338,,-155.39404559480084,,20.95055806133913,1518499470444.0198
20.95055806133913,-155.39404559480084,1518536298599.7998,,-155.5,,21.0,1518537693380.8044
21.0,-155.5,1518584685554.2483,,-155.39404559480084,,20.95055806133913,1518585877329.7366
20.95055806133913,-155.39404559480084,1518620143592.1306,,-155.5,,21.0,1518621582871.8276
21.0,-155.5,1518625735856.2463,,-155.64667015861,,21.105211444229866,1518627778703.1516
21.105211444229866,-155.64667015861,1518637988367.0222,,-155.5,,21.0,1518639833500.902
21.0,-155.5,1518671231143.3093,,-155.39404559480084,,20.95055806133913,1518672519369.428
20.95055806133913,-155.39404559480084,1518707376750.4456,,-155.5,,21.0,1518708927497.7122
21.0,-155.5,1518757807570.5627,,-155.39404559480084,,20.95055806133913,1518759296042.5674
20.95055806133913,-155.39404559480084,1518789619255.6895,,-155.5,,21.0,1518791013434.9531
21.0,-155.5,1518806965821.2275,,-155.5651383961764,,21.050893278858,1518808060141.6846
21.050893278858,-155.5651383961764,1518815754890.6091,,-155.5,,21.0,1518816823448.0212
21.0,-155.5,1518857850850.7976,,-155.512760332412,,20.993133543420058,1518858239961.926
20.993133543420058,-155.512760332412,1518862228058.0498,,-155.5,,21.0,1518862595102.5725
21.0,-155.5,1518950878325.2563,,-155.59418807509962,,21.068877071267032,1518952274031.352
21.068877071267032,-155.59418807509962,1518962869197.403,,-155.5,,21.0,1518964279847.66
21.0,-155.5,1519016317752.0332,,-155.39404559480084,,20.95055806133913,1519017583203.8044
20.95055806133913,-155.39404559480084,1519051953307.4644,,-155.5,,21.0,1519053521894.3599
21.0,-155.5,1519102960950.7075,,-155.39404559480084,,20.95055806133913,1519104183553.4443
20.95055806133913,-155.39404559480084,1519137420000.3503,,-155.5,,21.0,1519138871247.1511
21.0,-155.5,1519189015628.2158,,-155.39404559480084,,20.95055806133913,1519190295953.199
20.95055806133913,-155.39404559480084,1519227767646.6697,,-155.5,,21.0,1519229287189.4102
21.0,-155.5,1519235291466.7495,,-155.64667015861,,21.105211444229866,1519237467911.8699
21.105211444229866,-155.64667015861,1519243065884.112,,-155.5,,21.0,1519245034863.4475
21.0,-155.5,1519276806568.5068,,-155.39404559480084,,20.95055806133913,1519278234409.054
20.95055806133913,-155.39404559480084,1519316536518.608,,-155.5,,21.0,1519318041265.9373
21.0,-155.5,1519362350325.7302,,-155.39404559480084,,20.95055806133913,1519363593751.873
20.95055806133913,-155.39404559480084,1519397047832.968,,-155.5,,21.0,1519398415118.8374
21.0,-155.5,1519410888710.86,,-155.5651383961764,,21.050893278858,1519411941577.8362
21.050893278858,-155.5651383961764,1519420575351.5127,,-155.5,,21.0,1519421626248.6072
21.0,-155.5,1519462618055.475,,-155.512760332412,,20.993133543420058,1519462965542.8628
20.993133543420058,-155.512760332412,1519466895653.2031,,-155.5,,21.0,1519467250593.873
21.0,-155.5,1519555979871.2195,,-155.59418807509962,,21.068877071267032,1519557590586.2942
21.068877071267032,-155.59418807509962,1519572164020.9727,,-155.5,,21.0,1519573743126.8394
21.0,-155.5,1519621401210.2117,,-155.39404559480084,,20.95055806133913,1519622668132.0042
20.95055806133913,-155.39404559480084,1519658997803.22,,-155.5,,21.0,1519660510267.4827
21.0,-155.5,1519707614339.2043,,-155.39404559480084,,20.95055806133913,1519708915987.1372
20.95055806133913,-155.39404559480084,1519745758482.4514,,-155.5,,21.0,1519747364318.885
21.0,-155.5,1519794559521.9402,,-155.39404559480084,,20.95055806133913,1519795809930.1992
20.95055806133913,-155.39404559480084,1519835698776.5461,,-155.512760332412,,20.993133543420058,1519836765212.5151
20.993133543420058,-155.512760332412,1519834442746.8796,,-155.5,,21.0,1519834827829.0732
21.0,-155.5,1519841747243.4246,,-155.64667015861,,21.105211444229866,1519843884707.3787
21.105211444229866,-155.64667015861,1519846857166.761,,-155.5,,21.0,1519848775814.688
21.0,-155.5,1519881138442.5186,,-155.39404559480084,,20.95055806133913,1519882504486.5786
20.95055806133913,-155.39404559480084,1519913677954.6313,,-155.5,,21.0,1519915279450.301
21.0,-155.5,1519966672695.1897,,-155.39404559480084,,20.95055806133913,1519968016309.5334
20.95055806133913,-155.39404559480084,1520003246379.879,,-155.512760332412,,20.993133543420058,1520004514993.9353
20.993133543420058,-155.512760332412,1520003856573.33,,-155.5,,21.0,1520004185140.491
21.0,-155.5,1520015734855.1604,,-155.5651383961764,,21.050893278858,1520016974410.6084
21.050893278858,-155.5651383961764,1520025345957.9253,,-155.5,,21.0,1520026389254.2002
21.0,-155.5,1520067741925.447,,-155.512760332412,,20.993133543420058,1520068070412.9238
20.993133543420058,-155.512760332412,1520071559528.1365,,-155.5,,21.0,1520071932336.6975
21.0,-155.5,1520161785825.353,,-155.59418807509962,,21.068877071267032,1520163161233.1504
21.068877071267032,-155.59418807509962,1520173106668.6965,,-155.5,,21.0,1520174591993.163
21.0,-155.5,1520232805707.1682,,-155.9528484701231,,21.339775045592134,1520236924917.2659
21.339775045592134,-155.9528484701231,1520258297182.258,,-155.5,,21.0,1520263061191.4927
21.0,-155.5,1520312546410.195,,-155.39404559480084,,20.95055806133913,1520313887321.7095
20.95055806133913,-155.39404559480084,1520351153195.2483,,-155.5,,21.0,1520352642926.8403
21.0,-155.5,1520398863962.4883,,-155.39404559480084,,20.95055806133913,1520400170173.0945
20.95055806133913,-155.39404559480084,1520433473078.5137,,-155.5,,21.0,1520435138028.4727
21.0,-155.5,1520443156056.1877,,-155.64667015861,,21.105211444229866,1520445445512.8804
21.105211444229866,-155.64667015861,1520452089730.5781,,-155.5,,21.0,1520454159135.6042
21.0,-155.5,1520486009674.4846,,-155.39404559480084,,20.95055806133913,1520487410138.041
20.95055806133913,-155.39404559480084,1520521553830.5925,,-155.5,,21.0,1520523078412.3325
21.0,-155.5,1520571815508.2856,,-155.39404559480084,,20.95055806133913,1520573126514.8066
20.95055806133913,-155.39404559480084,1520604677181.3003,,-155.512760332412,,20.993133543420058,1520605877985.381
20.993133543420058,-155.512760332412,1520608121027.6523,,-155.5,,21.0,1520608486320.5203
21.0,-155.5,1520623594403.1514,,-155.5651383961764,,21.050893278858,1520624694563.5137
21.050893278858,-155.5651383961764,1520630644367.4521,,-155.5,,21.0,1520631793882.963
21.0,-155.5,1520672061977.9824,,-155.512760332412,,20.993133543420058,1520672435089.2664
20.993133543420058,-155.512760332412,1520675400338.961,,-155.5,,21.0,1520675796746.59
21.0,-155.5,1520765641240.2627,,-155.59418807509962,,21.068877071267032,1520767103652.007
21.068877071267032,-155.59418807509962,1520781995947.8684,,-155.5,,21.0,1520783586723.4148
21.0,-155.5,1520830876393.192,,-155.39404559480084,,20.95055806133913,1520832172840.2837
20.95055806133913,-155.39404559480084,1520866334044.0305,,-155.5,,21.0,1520867851181.5718
21.0,-155.5,1520917284007.197,,-155.39404559480084,,20.95055806133913,1520918669780.5776
20.95055806133913,-155.39404559480084,1520954562671.9673,,-155.5,,21.0,1520956200674.1812
21.0,-155.5,1521003853771.3206,,-155.39404559480084,,20.95055806133913,1521005196603.4998
20.95055806133913,-155.39404559480084,1521038242827.6023,,-155.5,,21.0,1521039599459.7678
21.0,-155.5,1521051289454.2688,,-155.64667015861,,21.105211444229866,1521053475409.0078
21.105211444229866,-155.64667015861,1521057270828.795,,-155.5,,21.0,1521059092497.541
21.0,-155.5,1521091200560.2031,,-155.39404559480084,,20.95055806133913,1521092505840.1414
20.95055806133913,-155.39404559480084,1521129381247.2095,,-155.5,,21.0,1521130780989.375
21.0,-155.5,1521176239321.796,,-155.39404559480084,,20.95055806133913,1521177498806.0808
20.95055806133913,-155.39404559480084,1521210116024.2754,,-155.512760332412,,20.993133543420058,1521211325255.08
20.993133543420058,-155.512760332412,1521213043510.1877,,-155.5,,21.0,1521213402428.0588
21.0,-155.5,1521227110641.0654,,-155.5651383961764,,21.050893278858,1521228274400.9875
21.050893278858,-155.5651383961764,1521234894097.4578,,-155.5,,21.0,1521235897910.9534
21.0,-155.5,1521276761494.614,,-155.512760332412,,20.993133543420058,1521277099272.6719
20.993133543420058,-155.512760332412,1521281163549.9375,,-155.5,,21.0,1521281516316.3088
21.0,-155.5,1521370601293.6833,,-155.59418807509962,,21.068877071267032,1521372082803.126
21.068877071267032,-155.59418807509962,1521388653106.5027,,-155.5,,21.0,1521390172439.9565
21.0,-155.5,1521435534321.7336,,-155.39404559480084,,20.95055806133913,1521436888255.0425
20.95055806133913,-155.39404559480084,1521473049013.0374,,-155.5,,21.0,1521474478019.172
21.0,-155.5,1521522300981.2734,,-155.39404559480084,,20.95055806133913,1521523665195.1846
20.95055806133913,-155.39404559480084,1521559066199.1067,,-155.5,,21.0,1521560570697.2563
21.0,-155.5,1521608085343.6575,,-155.39404559480084,,20.95055806133913,1521609324285.9329
20.95055806133913,-155.39404559480084,1521645036551.7368,,-155.5,,21.0,1521646582375.3835
21.0,-155.5,1521656626342.5234,,-155.64667015861,,21.105211444229866,1521658894399.133
21.105211444229866,-155.64667015861,1521661253537.803,,-155.5,,21.0,1521663037768.712
21.0,-155.5,1521695978095.6602,,-155.39404559480084,,20.95055806133913,1521697189324.661
20.95055806133913,-155.39404559480084,1521732121416.5273,,-155.5,,21.0,1521733692938.9482
21.0,-155.5,1521780989799.4958,,-155.39404559480084,,20.95055806133913,1521782297694.626
20.95055806133913,-155.39404559480084,1521819636899.551,,-155.5,,21.0,1521821074080.1042
21.0,-155.5,1521833419831.0605,,-155.5651383961764,,21.050893278858,1521834600872.3232
21.050893278858,-155.5651383961764,1521838980302.8716,,-155.5,,21.0,1521840078314.7317
21.0,-155.5,1521881692283.468,,-155.512760332412,,20.993133543420058,1521882073448.6455
20.993133543420058,-155.512760332412,1521886216687.3533,,-155.5,,21.0,1521886571997.008
21.0,-155.5,1521971692011.6816,,-155.59418807509962,,21.068877071267032,1521973125191.044
21.068877071267032,-155.59418807509962,1521983093505.384,,-155.5,,21.0,1521984642338.3914
21.0,-155.5,1522036723805.5166,,-155.39404559480084,,20.95055806133913,1522037944694.1802
20.95055806133913,-155.39404559480084,1522073127175.09,,-155.5,,21.0,1522074541172.3267
21.0,-155.5,1522122932806.6206,,-155.39404559480084,,20.95055806133913,1522124290171.4197
20.95055806133913,-155.39404559480084,1522158167218.8457,,-155.5,,21.0,1522159547028.6316
21.0,-155.5,1522209274680.064,,-155.39404559480084,,20.95055806133913,1522210682408.9688
20.95055806133913,-155.39404559480084,1522250366090.6475,,-155.512760332412,,20.993133543420058,1522251489682.9753
20.993133543420058,-155.512760332412,1522250043436.8552,,-155.5,,21.0,1522250423293.289
21.0,-155.5,1522255285183.401,,-155.64667015861,,21.105211444229866,1522257360472.5188
21.105211444229866,-155.64667015861,1522263748996.244,,-155.5,,21.0,1522265614945.9702
21.0,-155.5,1522297241989.951,,-155.39404559480084,,20.95055806133913,1522298466807.1936
20.95055806133913,-155.39404559480084,1522332820466.0354,,-155.5,,21.0,1522334197469.1963
21.0,-155.5,1522382731339.0696,,-155.39404559480084,,20.95055806133913,1522383891977.499
20.95055806133913,-155.39404559480084,1522410918749.4768,,-155.512760332412,,20.993133543420058,1522412135417.9397
20.993133543420058,-155.512760332412,1522419446122.6785,,-155.5,,21.0,1522419801239.7397
21.0,-155.5,1522432874314.6433,,-155.5651383961764,,21.050893278858,1522434084558.9773
21.050893278858,-155.5651383961764,1522440977943.2676,,-155.5,,21.0,1522442029850.7454
21.0,-155.5,1522482887095.786,,-155.512760332412,,20.993133543420058,1522483219229.3235
20.993133543420058,-155.512760332412,1522487457114.6616,,-155.5,,21.0,1522487781864.6863
21.0,-155.5,1522576742877.4075,,-155.59418807509962,,21.068877071267032,1522578222512.7437
21.068877071267032,-155.59418807509962,1522596548378.273,,-155.5,,21.0,1522598031597.46
21.0,-155.5,1522649097810.3281,,-155.9528484701231,,21.339775045592134,1522653589754.9976
21.339775045592134,-155.9528484701231,1522672144353.8286,,-155.5,,21.0,1522677539134.4302
21.0,-155.5,1522728163387.4053,,-155.39404559480084,,20.95055806133913,1522729506061.651
20.95055806133913,-155.39404559480084,1522765937024.5737,,-155.5,,21.0,1522767471772.757
21.0,-155.5,1522814686047.327,,-155.39404559480084,,20.95055806133913,1522815990631.2576
20.95055806133913,-155.39404559480084,1522850951337.043,,-155.512760332412,,20.993133543420058,1522852164021.3416
20.993133543420058,-155.512760332412,1522854650143.4778,,-155.5,,21.0,1522855004680.0432
21.0,-155.5,1522859434681.2244,,-155.64667015861,,21.105211444229866,1522861552490.931
21.105211444229866,-155.64667015861,1522867641700.345,,-155.5,,21.0,1522869602719.2917
21.0,-155.5,1522901912523.529,,-155.39404559480084,,20.95055806133913,1522903071699.6763
20.95055806133913,-155.39404559480084,1522941452940.719,,-155.5,,21.0,1522942926649.826
21.0,-155.5,1522987184579.7117,,-155.39404559480084,,20.95055806133913,1522988479249.3147
20.95055806133913,-155.39404559480084,1523018728299.3186,,-155.5,,21.0,1523020271850.4756
21.0,-155.5,1523036506038.3853,,-155.5651383961764,,21.050893278858,1523037648028.68
21.050893278858,-155.5651383961764,1523045326671.7354,,-155.5,,21.0,1523046490241.2432
21.0,-155.5,1523088285977.4097,,-155.512760332412,,20.993133543420058,1523088645910.638
20.993133543420058,-155.512760332412,1523092131002.0718,,-155.5,,21.0,1523092500440.0776
21.0,-155.5,1523181065452.3098,,-155.59418807509962,,21.068877071267032,1523182607526.979
21.068877071267032,-155.59418807509962,1523192423401.1653,,-155.5,,21.0,1523193786614.605
21.0,-155.5,1523246463345.097,,-155.39404559480084,,20.95055806133913,1523247818748.2026
20.95055806133913,-155.39404559480084,1523285340174.8928,,-155.5,,21.0,1523286857228.2034
21.0,-155.5,1523332984368.791,,-155.39404559480084,,20.95055806133913,1523334310379.6465
20.95055806133913,-155.39404559480084,1523371442342.2769,,-155.5,,21.0,1523372882457.6921
21.0,-155.5,1523419044147.0188,,-155.39404559480084,,20.95055806133913,1523420335557.6968
20.95055806133913,-155.39404559480084,1523452227523.1055,,-155.5,,21.0,1523453728336.558
21.0,-155.5,1523463965578.8716,,-155.64667015861,,21.105211444229866,1523466166991.7192
21.105211444229866,-155.64667015861,1523472836382.73,,-155.5,,21.0,1523474836728.6433
21.0,-155.5,1523507005300.7847,,-155.39404559480084,,20.95055806133913,1523508327049.9294
20.95055806133913,-155.39404559480084,1523541955850.2087,,-155.5,,21.0,1523543435179.673
21.0,-155.5,1523591968999.5105,,-155.39404559480084,,20.95055806133913,1523593400406.3362
20.95055806133913,-155.39404559480084,1523627727205.9175,,-155.5,,21.0,1523629236800.3503
21.0,-155.5,1523639543563.7178,,-155.5651383961764,,21.050893278858,1523640639288.7522
21.050893278858,-155.5651383961764,1523649488259.1846,,-155.5,,21.0,1523650523937.274
21.0,-155.5,1523692714055.3718,,-155.512760332412,,20.993133543420058,1523693058233.7222
20.993133543420058,-155.512760332412,1523696801775.908,,-155.5,,21.0,1523697143737.1396
21.0,-155.5,1523786208200.6265,,-155.59418807509962,,21.068877071267032,1523787676285.047
21.068877071267032,-155.59418807509962,1523802047244.4038,,-155.5,,21.0,1523803452615.866
21.0,-155.5,1523851587814.3298,,-155.39404559480084,,20.95055806133913,1523852947454.938
20.95055806133913,-155.39404559480084,1523890545487.645,,-155.5,,21.0,1523891997772.6226
21.0,-155.5,1523937307673.7827,,-155.39404559480084,,20.95055806133913,1523938606225.0417
20.95055806133913,-155.39404559480084,1523974648581.3364,,-155.5,,21.0,1523976084011.4321
21.0,-155.5,1524024405075.554,,-155.39404559480084,,20.95055806133913,1524025724741.5356
20.95055806133913,-155.39404559480084,1524060387049.4297,,-155.5,,21.0,1524061981906.7312
21.0,-155.5,1524067815418.3818,,-155.64667015861,,21.105211444229866,1524069925564.6895
21.105211444229866,-155.64667015861,1524077403334.1824,,-155.5,,21.0,1524079288362.577
21.0,-155.5,1524111599501.5613,,-155.39404559480084,,20.95055806133913,1524112974605.6887
20.95055806133913,-155.39404559480084,1524151973758.487,,-155.5,,21.0,1524153497008.7104
21.0,-155.5,1524196934244.9397,,-155.39404559480084,,20.95055806133913,1524198335481.6484
20.95055806133913,-155.39404559480084,1524219224840.882,,-155.5,,21.0,1524220726139.1035
21.0,-155.5,1524247324224.5437,,-155.5651383961764,,21.050893278858,1524248537652.4587
21.050893278858,-155.5651383961764,1524255259373.0874,,-155.5,,21.0,1524256414305.0732
21.0,-155.5,1524297710175.2722,,-155.512760332412,,20.993133543420058,1524298055135.2048
20.993133543420058,-155.512760332412,1524301853150.0137,,-155.5,,21.0,1524302221037.9521
21.0,-155.5,1524391074653.868,,-155.59418807509962,,21.068877071267032,1524392541354.501
21.068877071267032,-155.59418807509962,1524396642993.8726,,-155.5,,21.0,1524398102666.8127
21.0,-155.5,1524456134807.141,,-155.39404559480084,,20.95055806133913,1524457549528.3481
20.95055806133913,-155.39404559480084,1524488732397.2686,,-155.5,,21.0,1524490251430.2522
21.0,-155.5,1524542803965.0256,,-155.39404559480084,,20.95055806133913,1524544177279.8113
20.95055806133913,-155.39404559480084,1524581294454.9636,,-155.5,,21.0,1524582888257.0159
21.0,-155.5,1524629295922.4163,,-155.39404559480084,,20.95055806133913,1524630483995.119
20.95055806133913,-155.39404559480084,1524668445660.737,,-155.512760332412,,20.993133543420058,1524669671791.7654
